target,numeric1,numeric2,numeric3,numeric4,numeric5,nominal1_0,nominal1_1,nominal1_2,nominal1_3,nominal1_4,nominal2_0,nominal2_1,nominal2_2,nominal2_3,nominal2_4,nominal3_0,nominal3_1,nominal3_2,nominal3_3,nominal3_4,nominal4_0,nominal4_1,nominal4_2,nominal4_3,nominal4_4,nominal5_0,nominal5_1,nominal5_2,nominal5_3,nominal5_4
0,0.4577001830735099,0.8624497547615505,0.9019239557423012,0.06248845991277674,0.7638204881746642,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0.6304712233889196,0.552807920683817,0.5434191027585561,0.2017118618977246,0.9973999596608524,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0.3377209272639704,0.6073350789607563,0.3154227864574829,0.02447212983524449,0.4510085026154496,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.0420465272087327,0.8242939221199226,0.577427144994879,0.9158855219051629,0.7252263961716522,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.7746041094589238,0.3064827881053399,0.8805986697893162,0.6304014407849913,0.9288937133245544,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0.4242532408562105,0.5650152322444748,0.049864050546426175,0.8963139461390996,0.29231995508482456,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.3166314789726921,0.6670733531962961,0.42644304740942895,0.40055716131309627,0.7437615476135019,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0.8588647471773447,0.7886097055476289,0.007993714975846111,0.04104313301736828,0.4496849096485467,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0.7779502723802081,0.28810071604986603,0.7813547336294311,0.9662539506822094,0.9965234515119386,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,0.6567499970566345,0.6499009379160767,0.17086080569370954,0.9002531402702127,0.03589487448776152,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0.776990965679351,0.24227614275862075,0.17570195450010273,0.4447940059612577,0.8296912233491993,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.4597021500080378,0.7969424119298234,0.33506904939437954,0.5793621872241996,0.5213967308994596,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0.8070763655241631,0.3887292757529213,0.2652464610309502,0.03237285340092644,0.6697852634820785,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0.9795762304907024,0.15354801279535624,0.9303413670924048,0.4595105516282981,0.8590348316911748,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0.16759999599955966,0.5946311329871145,0.8098898289838599,0.5149291408485576,0.34898138772155585,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0.6615555820426838,0.8852840568088368,0.18916682818520114,0.5518104536299493,0.6587830815400759,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0.02979771768246153,0.6588936239634658,0.3159175147233838,0.8157702414514119,0.15557863513492431,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.15615289691476886,0.7461969601409885,0.5447837814109456,0.7436176850628465,0.8794018024028547,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0.08472082428015759,0.0523207845569158,0.4699535995042926,0.8196823891995005,0.96909724727718,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.7261926054063936,0.5700888052638675,0.039879900499320116,0.3601931295970053,0.09737262695823744,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.20878161844762946,0.9451020901929118,0.02757389059275095,0.7469231770524976,0.6363258883437724,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0.5405350747522654,0.5086434813560535,0.6986891155506983,0.6581116803842229,0.8264130598391664,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0.4613827089519154,0.11963981246009647,0.5105833271180019,0.742931210503477,0.056870048806009536,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0.9335031938549458,0.6995621034571511,0.1413755278552401,0.8070985709019489,0.6609951737913599,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.8855046786130781,0.5443435774165437,0.7018109259870454,0.18305119791334112,0.3473327599047381,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0.2707312808621988,0.4816023776842884,0.7181457847851506,0.9030188632321954,0.4251469147146576,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0.453188192034624,0.4810877822329298,0.06574838541045612,0.10882339963492693,0.8932382871275492,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0.16702100828243238,0.33072236019363943,0.5052657191748147,0.16459819868017034,0.6070664177777757,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0.9167628663664388,0.3803520828791469,0.17249759057073433,0.13327217273350478,0.4783721386416098,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0.5218259190477532,0.4341976070558278,0.3102072663046397,0.2678981699335845,0.3060861386229672,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0.6119490836114814,0.29007696187812804,0.0816277959708882,0.7714686576756621,0.3593386447515857,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0.4715444875428879,0.34616879608455364,0.03418002491111494,0.10881072383821787,0.3436425120043681,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0.9129808145875816,0.9436928852902404,0.9344963074024067,0.1733910707046602,0.1655576541542202,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
0,0.4085747423621271,0.8219769236740906,0.4779824383217362,0.04503200074298508,0.3720359573604479,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0.8884201859553076,0.7217686739169311,0.7214348251941366,0.521093845119918,0.9673294861209332,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0.37463974256888705,0.40996055703960266,0.7304999343519739,0.053539137449925785,0.5191866616300774,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.5296246866520944,0.7213564798215581,0.5289676136313823,0.6289848652536059,0.7119676673848918,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0.6365770905272774,0.5457820142187167,0.31042261894588785,0.8528790547152975,0.6060783858568985,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0990762671922656,0.42014519164038855,0.8764579135029733,0.7756168045138527,0.500493216975632,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0.3436455482556474,0.12974648382394005,0.40722968141661575,0.2713868708629668,0.08841041086713675,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0.5389938651852385,0.8048523294811545,0.8496382077676982,0.09396175877193202,0.5651482322458299,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0.9875521731315864,0.9414138177085074,0.9343244957879148,0.608500565895806,0.4882359809195256,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0.19511367640809385,0.5923677044848485,0.16307545435982904,0.6117568854838211,0.4868691581400654,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.4379751357610284,0.2791972684270252,0.4478554300599462,0.6625960833393832,0.4007323834061067,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.11755950191551655,0.8995969280165148,0.6168264541423047,0.4918359513022691,0.8508216275886508,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0.7589487177833049,0.9116639504127529,0.4659680439847115,0.8713188830981334,0.10615435556001274,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.7473468727246582,0.6817734918743114,0.9623710093623832,0.044188841083690256,0.17786127395043716,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0.35774948199805245,0.3371689591219869,0.4996339260945684,0.7072385439610156,0.2678136686361944,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0.2037150502352597,0.4503830711608291,0.42723294412041096,0.5193948213002594,0.7009890848551861,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0.5417627302950669,0.7266672999547894,0.1323628411906037,0.036613018490801334,0.4084901346891662,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0.8179828428638072,0.7894103336576885,0.7799712681838831,0.9178706127509368,0.6037670123704197,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0.26320083059408217,0.7235360436649898,0.13478000573246007,0.961620180006584,0.20363148713877646,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0.16406191780526105,0.9824722374481876,0.15739542519809402,0.07493579424998087,0.6791492090518296,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.25306511747074056,0.4697673690360044,0.2779473032262077,0.6053285794729809,0.93009598466368,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0.9358384873199262,0.9895498386914598,0.02842576638737637,0.5924149952146847,0.8946775421918658,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0.008332301795087926,0.12130988266438868,0.3055911497104382,0.9904944042652754,0.4393709948402389,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0.32680802229329464,0.7668117438293094,0.3790369246763067,0.3503874847315682,0.17544140930597707,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0.2907639787050381,0.5826525495660742,0.02181488090830075,0.9511804422556086,0.3961928987210662,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0.3787367923552257,0.9957976579494372,0.6192862503448757,0.6949890761208142,0.19727850544391745,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.5948599605471028,0.4449193583595067,0.1661328846443879,0.2779597864120765,0.9751472329521064,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.3440126252091671,0.3293668928290626,0.05893456450542967,0.6398476794183242,0.27192306506143404,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.5563347806814914,0.3882686535833437,0.2825397830741819,0.08513201224155997,0.4285500617859704,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0.8457740231602355,0.05173525471131489,0.9003479560454282,0.4483477570430564,0.7921777523907663,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0.4907239477364483,0.97916515354124,0.5825637721964417,0.9561546072755369,0.4046944246938907,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0.3976526480213167,0.2137670559694439,0.5599131484955855,0.6146917302203405,0.7365330736353735,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.014808385242691569,0.7501685083602966,0.5012356800952471,0.05399609606413292,0.7796685374469567,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.8699603676053086,0.635867121232984,0.18547852878246066,0.4637436794796559,0.07582310282425297,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.9880381475330942,0.2155291469385056,0.4387277364843739,0.01584705527643615,0.835528295574455,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1,0.20707104090056394,0.395467868103958,0.6505050727668266,0.16262220373192635,0.13909179729980636,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,0.4077529895291524,0.3041233556253912,0.03676404051136062,0.9613468235745516,0.11987717222022932,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1,0.7723479336144607,0.44926720965167133,0.6471540069530115,0.8669908876172581,0.8660449648669931,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0.4992285273345878,0.05476689561197778,0.929888962972298,0.5099166904961374,0.2079260141619117,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0.7884283137895551,0.2533709841369741,0.3579727104004834,0.7569155789446419,0.6613192902136851,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0.7912333760796666,0.5979719874677129,0.10755545867267446,0.5567607935797388,0.015258384298437068,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.4329919236576572,0.98185280272232,0.7191903634875388,0.3141502235037683,0.517834846250365,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0.842640608759238,0.538947114979781,0.17640325136586602,0.4820704480384791,0.20797875292185108,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.2933236645699906,0.4971413211443487,0.4738963382042333,0.381619718541002,0.7345799223577726,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0.18306996883744295,0.35917038947430796,0.6492328609787479,0.7795946408982641,0.8389710196663737,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0.7896377671063152,0.6876682313607471,0.4800232204607106,0.8872829331927841,0.8900977468456751,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1,0.3698042548868222,0.6936168052512119,0.1660656788611461,0.4108494007593037,0.7739306383101805,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,0.7686637329454689,0.6880133262067475,0.9263960068983158,0.004386931288730467,0.8450125062193224,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0.8278144195127487,0.3210566590321212,0.24241446030365174,0.1764080956249814,0.541737800436982,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0.4564615644666299,0.8208208849605739,0.14294436993622195,0.2484950017292831,0.6256134638065027,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.6899286114902702,0.5822283938401361,0.7185694436193792,0.6743483098414879,0.6463771343493889,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.7598929522439878,0.28725250200793073,0.07316196122112595,0.4736865727464437,0.528891152275464,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0.3387478570560721,0.1575633243699095,0.6463965443148809,0.33148255299247964,0.4153071273950232,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0.6639564339851464,0.34353312356612503,0.7035199832038672,0.4019488208012847,0.133005432046003,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0.6915400404172598,0.34040504214792305,0.5620608927933683,0.3447550090602841,0.2313805921246004,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0.6734932998916963,0.6260838121446902,0.921575821923178,0.08089930397096479,0.9963641661840601,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.2783042763170608,0.16546822324336907,0.6169058158430044,0.1867660094257546,0.7712466580943578,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0.3854740116407484,0.9897892719862564,0.7174386474792267,0.2704109193900266,0.2757150819502503,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,0.219321733712023,0.9164553416958824,0.9086541903077262,0.8038569043784362,0.1852742017580895,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0.24271955493017805,0.967131028092066,0.9449425179437136,0.2266972139025216,0.8958949192647019,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.9754175683526928,0.19112819818412816,0.8641854438233297,0.6944740247907777,0.2415179985352237,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0.8611959348166766,0.6977766098449948,0.8825877874630436,0.2588654240046577,0.060260440856636725,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0.7933924389038999,0.005570072480199473,0.03582876675361246,0.6304747852360864,0.029343918995173638,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0.2452429208069673,0.3704304953385723,0.3077323896620069,0.0684805982008092,0.3134131680002875,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.5435460971105364,0.7072128269448871,0.8551248441063755,0.6903429721686105,0.7113318990867391,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0.12849082369313092,0.7791228567769128,0.6524288737917303,0.4482625688440332,0.6027414525516372,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0.05007417187194274,0.3465027674595429,0.2311011391503467,0.7071561805521078,0.9345509297033214,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0.4169881677740406,0.3839552259103001,0.13013512355508372,0.4016683618319018,0.20988389263649287,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.009086761435049606,0.9208505741521604,0.9231266840594088,0.2303942875496683,0.6025820691436828,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0.7876580379128961,0.612080010681371,0.13580674951172222,0.8549704889723759,0.6638332435067642,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0.5136232867364614,0.12879402832854547,0.17983866695926531,0.8945562891613019,0.7382151298403024,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0.8291005054962943,0.4432596620233432,0.7774085279486408,0.5893948551620749,0.5810987855292123,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0.14846190716388374,0.8387928528459481,0.924463529144842,0.16562742430741728,0.8308647723253623,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0.28978645498675226,0.4904288343342875,0.460130869970505,0.7952170444781606,0.9504574298280491,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.9877846706900484,0.8226600670189643,0.0965466362002564,0.15529517963152262,0.657720209502145,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.5526752605673795,0.12814889270855825,0.8386032770043154,0.14659777889948036,0.7882476398539541,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0.3846383683112051,0.5630447131756114,0.6819240413088858,0.1882913785932927,0.6132516737929563,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.04156336220236823,0.8629844521605663,0.05622704436233605,0.21987658616174666,0.8558809958489227,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.3791043776665508,0.738816945500772,0.9787592418994074,0.011615351841148702,0.926803405822078,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0.358510313655154,0.22388682735379306,0.420260547756876,0.6964085941866807,0.7933687934064627,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0.8408816951641461,0.9616304714162076,0.25687746751495977,0.4556420272420396,0.8695091033292541,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0.6399232632969137,0.3150590965293205,0.7267719803842464,0.5163848938902826,0.06498606133268092,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0.4598015477662625,0.10741919331241613,0.6445300828153686,0.3891680916445653,0.3082067263716656,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.288454974361542,0.5549540951069855,0.0035024099348642808,0.8368747938570146,0.6481160934733163,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.1811986716475359,0.7078602671374196,0.8701540081585146,0.6521011756832616,0.057634859427222025,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.4338751643209424,0.6998353010630244,0.19566086664791535,0.7162347837904882,0.5005757355152465,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0.7601329765604188,0.34899280160766555,0.2785470892745936,0.5383895175105219,0.7271202895384661,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0.91456143281223,0.2821939018709189,0.449318483147941,0.918922762212836,0.1572959812685929,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.08259333356476106,0.44611599823923787,0.09039123904269153,0.6925949990243955,0.3460810942060484,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0.26501095576365186,0.17295999133616635,0.2093655009683173,0.9751736216495236,0.9894016866707924,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0.9964355254631254,0.5201522382785151,0.1215682252342073,0.00023090728943020444,0.9520414234181759,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0.8677069049658436,0.3076645560093573,0.7604302878872032,0.5735554488045489,0.4720836130296214,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
