target,salary,commission,age,car,hvalue,hyears,loan,elevel_level0,elevel_level1,elevel_level2,elevel_level3,elevel_level4,zipcode_zipcode1,zipcode_zipcode2,zipcode_zipcode3,zipcode_zipcode4,zipcode_zipcode5,zipcode_zipcode6,zipcode_zipcode7,zipcode_zipcode8,zipcode_zipcode9
0,0.5734937541588848,0.0,0.45,0.42105263157894735,0.9999999999999999,0.10344827586206896,0.20093598007083704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.4587512171149374,0.0,0.35000000000000003,0.10526315789473684,0.9999999999999999,0.1724137931034483,0.7751290951165773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.5160429149895959,0.0,0.3333333333333333,0.15789473684210525,0.9999999999999999,0.6206896551724138,0.9167560008606155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.822658971891124,0.0,0.7,0.47368421052631576,0.9999999999999999,0.7586206896551725,0.4223578028852053,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.06985323713041366,0.7142572089303548,0.6333333333333333,0.5263157894736842,0.9999999999999999,0.5517241379310345,0.05993195034823242,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.9812440444738172,0.0,0.13333333333333336,0.5789473684210527,0.588046249522565,0.7241379310344828,0.6443926293626756,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.4026619385011134,0.5062679752045937,0.2833333333333334,0.0,0.6336857520137994,0.3103448275862069,0.8063328940819392,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.2471520919298235,0.3895147216014018,0.39999999999999997,0.15789473684210525,0.9999999999999999,0.9655172413793104,0.14727891785218974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.12030801239531222,0.9478305496723011,0.6166666666666667,0.631578947368421,0.151830033309157,0.8620689655172414,0.183444848685058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.622068512357374,0.0,0.3166666666666667,0.6842105263157894,0.9999999999999999,0.6896551724137931,0.6001567252326002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6060006205965994,0.0,0.95,0.42105263157894735,0.9999999999999999,1.0,0.27919590740247896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.928352459492305,0.0,0.8833333333333333,0.3684210526315789,0.9999999999999999,0.1724137931034483,0.37037861751133866,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6869630417251702,0.0,0.1833333333333333,0.2631578947368421,0.9999999999999999,0.6551724137931035,0.33262047579632786,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7477875251881029,0.0,0.16666666666666669,0.5789473684210527,0.8524476471691157,0.5517241379310345,0.5203516139153961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.1648486047267532,0.43447704963918315,0.55,0.631578947368421,0.9999999999999999,0.3793103448275862,0.014046601231481331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.2778311264410659,0.36490760243308384,0.8166666666666667,0.7368421052631579,0.9999999999999999,0.7241379310344828,0.08319344181721837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.45541372681328707,0.0,0.9166666666666667,0.47368421052631576,0.9999999999999999,0.6896551724137931,0.9220641877744018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.8937648590450301,0.0,0.6000000000000001,0.42105263157894735,0.9999999999999999,0.3448275862068965,0.3051962621127623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.36345780454538923,0.585872935079486,0.16666666666666669,0.7894736842105263,0.9999999999999999,0.5517241379310345,0.9104821552248679,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0219557084244493,0.8820325540201467,0.8666666666666667,0.5789473684210527,0.9999999999999999,0.6551724137931035,0.6430469756903777,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.07854931344013896,0.2652923073013308,0.35000000000000003,0.3157894736842105,0.9999999999999999,0.3448275862068965,0.9625870426041104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.7437735792318328,0.0,0.5,0.631578947368421,0.9999999999999999,0.9655172413793104,0.39977112617724503,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.572122132213263,0.0,0.1166666666666667,0.8421052631578947,0.9999999999999999,0.896551724137931,0.806938220092557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.5471471261895758,0.0,0.9166666666666667,0.631578947368421,0.9999999999999999,0.8620689655172414,0.6572507019096007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.5726634530913743,0.0,0.7833333333333334,0.3684210526315789,0.9999999999999999,1.0,0.7045292242403727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.4912161851172935,0.0,0.0,0.6842105263157894,0.26174389664645614,0.27586206896551724,0.10242284455126915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.22998536975911846,0.9821484036712828,0.8666666666666667,0.42105263157894735,0.9999999999999999,0.7586206896551725,0.969130429136762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.056334775386135766,0.34225656702021445,0.16666666666666669,0.2631578947368421,0.7087296766522927,0.896551724137931,0.4662917042279386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.4096113802514979,0.0,0.1166666666666667,0.7368421052631579,0.9999999999999999,0.7931034482758621,0.0997514599454937,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.1569866145017146,0.5360516436403593,0.5666666666666667,0.894736842105263,0.9999999999999999,0.7931034482758621,0.8758187103674059,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.21711679837334494,0.9100483391996292,0.08333333333333337,0.5789473684210527,0.9999999999999999,0.7586206896551725,0.3594064031957992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.19630776709885853,0.5272847649649577,0.21666666666666673,0.894736842105263,0.9999999999999999,0.41379310344827586,0.2772804398552411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.07978673577528894,0.22297045934807247,1.0,0.6842105263157894,0.9999999999999999,0.3103448275862069,0.9632117991771889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.10128750320314941,0.8683545983280994,0.10000000000000003,0.8421052631578947,0.9999999999999999,0.06896551724137931,0.951618355450464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.2712332883054216,0.5782377220655974,0.6499999999999999,0.21052631578947367,0.9999999999999999,0.06896551724137931,0.9019437041208636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.6220192813578882,0.0,0.95,0.894736842105263,0.9999999999999999,0.8620689655172414,0.2708896612853145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.1071268170459291,0.1424727655300779,0.36666666666666664,0.0,0.9999999999999999,0.6551724137931035,0.6779155824366725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.11190081200214416,0.25236871466754246,0.8166666666666667,0.0,0.7501720240833377,0.7931034482758621,0.3574906574700965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.23385324286261946,0.9905810674414137,0.4333333333333333,0.7894736842105263,0.9999999999999999,0.896551724137931,0.3117623146265986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.1290140371448704,0.4005154352786867,0.7666666666666668,0.0,0.9999999999999999,0.034482758620689655,0.5711858087742611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.28687615749133555,0.7611507788337242,0.6833333333333333,0.7368421052631579,0.9999999999999999,0.3793103448275862,0.5086187383251581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.6397085810563701,0.0,0.033333333333333326,0.7894736842105263,0.9999999999999999,0.9655172413793104,0.0403080865391344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.4947839487352833,0.0,0.3333333333333333,0.21052631578947367,0.9925533334626365,0.6896551724137931,0.48070471493322736,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.19214562294296203,0.13333333333333333,0.5166666666666666,0.3684210526315789,0.9999999999999999,0.6206896551724138,0.060452546353782284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1020080145793609,0.4555121956858024,0.9000000000000001,0.7368421052631579,0.9999999999999999,0.41379310344827586,0.8839310355515613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9090338611642225,0.0,0.06666666666666671,0.3157894736842105,0.9999999999999999,0.896551724137931,0.06813141077690331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.9719764808422416,0.0,0.9000000000000001,0.631578947368421,0.9999999999999999,0.3103448275862069,0.6895973342401126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.6103061430893254,0.0,0.23333333333333334,0.15789473684210525,0.9999999999999999,0.8620689655172414,0.0120486219208983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.39370925122244815,0.3746008960435815,0.7166666666666668,0.5789473684210527,0.9999999999999999,0.2068965517241379,0.13322298972373203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.3965430046388767,0.7942008015879192,0.1833333333333333,0.894736842105263,0.9999999999999999,0.06896551724137931,0.32155448643896195,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5120066775617217,0.0,0.5833333333333333,0.3684210526315789,0.9999999999999999,0.27586206896551724,0.7628953862368129,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.5838972354914282,0.0,0.39999999999999997,0.9473684210526315,0.9999999999999999,0.3103448275862069,0.9400903340438423,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.4572279676990696,0.0,0.1166666666666667,0.5789473684210527,0.9999999999999999,0.13793103448275862,0.929877967468734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.1511672093202356,0.36763835327905814,0.9333333333333333,0.6842105263157894,0.9999999999999999,0.2068965517241379,0.6545788189707022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.16245383179087788,0.801394121621703,0.08333333333333337,0.5789473684210527,0.9999999999999999,0.3448275862068965,0.18037959634994752,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5679943493974441,0.0,0.8333333333333335,0.15789473684210525,0.9999999999999999,1.0,0.6648919318718443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.7159754455084969,0.0,0.4166666666666667,0.9473684210526315,0.9999999999999999,0.896551724137931,0.7312868663103688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.09258988555526523,0.9697019981764173,0.08333333333333337,0.47368421052631576,0.9999999999999999,0.7931034482758621,0.14810982240003784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.6813935229361994,0.8,1.0,0.9999999999999999,0.41379310344827586,0.42778851679586477,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.14917035656793962,1.0,0.16666666666666669,0.3684210526315789,0.9999999999999999,0.4827586206896552,0.5333817904878686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.7142516857752773,0.0,0.46666666666666673,0.894736842105263,0.4505747381380336,0.44827586206896547,0.8152054805893129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.1424068925474031,0.20545685062694843,0.46666666666666673,0.631578947368421,0.9999999999999999,0.6206896551724138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.1879123506314673,0.7230153764775998,0.2,0.631578947368421,0.6103368195550519,0.9655172413793104,0.385349049812136,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.8210669043414147,0.0,0.13333333333333336,0.05263157894736842,0.7034418527475622,0.2068965517241379,0.29929400802111145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.8975644420588297,0.0,0.06666666666666671,0.3684210526315789,0.9999999999999999,0.896551724137931,0.4249231031221984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.2606403921550152,0.3716371160696078,0.5666666666666667,0.7894736842105263,0.9999999999999999,0.3103448275862069,0.17847269865908832,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.8714653885255973,0.0,0.8666666666666667,0.15789473684210525,0.9999999999999999,0.6206896551724138,0.9570895116231819,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.7930385075065404,0.0,0.55,0.8421052631578947,0.9999999999999999,0.896551724137931,0.41109143400049003,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1616405113044678,0.8790016132034212,0.95,1.0,0.9999999999999999,0.6206896551724138,0.4929179481237634,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.15231108632575854,0.6494893608706195,0.7166666666666668,1.0,0.9999999999999999,0.06896551724137931,0.29402713629432753,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.26141488356087805,0.41551568770344804,0.15000000000000002,0.47368421052631576,0.9999999999999999,1.0,0.4740125048246245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.26775251035168723,0.8327701935619659,0.45,0.9473684210526315,0.9999999999999999,0.9655172413793104,0.6969424881392382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.9274151774481881,0.0,0.4166666666666667,0.9473684210526315,0.9999999999999999,0.10344827586206896,0.6860427644351604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.7949652499286278,0.0,0.7166666666666668,0.3157894736842105,0.9999999999999999,0.6206896551724138,0.28217008184571707,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.4227187173379897,0.0,0.7166666666666668,0.47368421052631576,0.9999999999999999,0.0,0.5408100783479884,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02428843664860625,0.8907048353831505,0.8833333333333333,0.15789473684210525,0.9999999999999999,0.0,0.20850069251883507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9412173599826233,0.0,0.25000000000000006,0.894736842105263,0.9999999999999999,0.41379310344827586,0.49658251679312215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.7631486768515244,0.0,0.9333333333333333,0.7894736842105263,0.9999999999999999,0.3793103448275862,0.07069519511499738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.7908303372417962,0.0,0.7,0.5789473684210527,0.5864378393221356,0.24137931034482757,0.3442085819166941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.22260354388247897,0.3165299614900129,0.75,0.3684210526315789,0.9999999999999999,0.7241379310344828,0.8626808459127799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0,0.44834782510831905,0.16666666666666669,0.7368421052631579,0.9999999999999999,0.9310344827586207,0.43768730196561756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.4346892440414103,0.851757906185484,0.46666666666666673,0.894736842105263,0.9999999999999999,0.4827586206896552,0.6741083243917781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.5537750704094989,0.5166666666666666,1.0,0.9999999999999999,0.034482758620689655,0.9418428248266022,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.3454667997106998,0.23978107694695253,0.45,0.42105263157894735,0.9999999999999999,0.41379310344827586,0.5128805198699073,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1447094366074986,0.7484306597544079,0.9166666666666667,0.8421052631578947,0.9999999999999999,0.7931034482758621,0.6209600454579294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.3790581610980859,0.5738707109698848,0.0,0.10526315789473684,0.9999999999999999,0.8275862068965517,0.18767637258759207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.9345994213839649,0.0,0.75,0.42105263157894735,0.9999999999999999,0.06896551724137931,0.8130513138902209,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9237602397657071,0.0,0.7333333333333334,0.47368421052631576,0.9999999999999999,0.2068965517241379,0.5634545554400936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.11487869742181858,0.9332577513846075,0.4333333333333333,0.631578947368421,0.9999999999999999,0.8620689655172414,0.9238312045547892,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3805733117906831,0.2688934771861367,0.8166666666666667,0.2631578947368421,0.9999999999999999,0.5517241379310345,0.7757884283482371,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.07132487978293986,0.7605534881068827,0.46666666666666673,0.0,0.9999999999999999,0.8620689655172414,0.8738969049698069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34452652867972444,0.45538422277061735,0.9833333333333334,0.6842105263157894,0.9999999999999999,0.41379310344827586,0.15583620490302463,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.8895375315554156,0.0,0.1166666666666667,0.3157894736842105,0.9999999999999999,0.034482758620689655,0.0383723526784836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.6539818128528009,0.0,0.9666666666666668,0.3684210526315789,0.9999999999999999,0.7931034482758621,0.12180230885756142,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.08193290986723495,0.5976743604837547,0.8333333333333335,0.47368421052631576,0.9999999999999999,0.6896551724137931,0.5499466809536565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.8070376362657733,0.0,0.0,0.894736842105263,0.9999999999999999,1.0,0.84498143021485,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.24272771847064548,0.6222550926739647,0.38333333333333336,0.5789473684210527,0.33415929092588614,0.9655172413793104,0.8077464136498451,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.16735835279510683,0.7079917674448972,0.16666666666666669,0.15789473684210525,0.10730494861025786,0.8620689655172414,0.5224740237729607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.15982444348232036,0.20465356940113788,0.06666666666666671,0.8421052631578947,0.9999999999999999,0.9655172413793104,0.7792049826576906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.021939873437582025,0.8486585685314103,0.0,0.3157894736842105,0.9999999999999999,0.6551724137931035,0.9422680032987107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.2074824751684898,0.28677722790235666,0.6333333333333333,0.10526315789473684,0.9999999999999999,0.1724137931034483,0.4053932296197824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.4720007285994716,0.0,0.6166666666666667,0.10526315789473684,0.9999999999999999,0.3103448275862069,0.9280520212659515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.7569205653582252,0.0,0.5333333333333334,0.7368421052631579,0.9999999999999999,0.5172413793103449,0.6996750038701529,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.598446124131051,0.0,0.5166666666666666,0.2631578947368421,0.9999999999999999,0.44827586206896547,0.6454033713652466,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.10779407925430859,0.5099301015857862,0.2833333333333334,0.7368421052631579,0.6609330325903094,0.4827586206896552,0.07101973432628741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.15250289219421434,0.8617687714058709,0.7833333333333334,0.3684210526315789,0.9999999999999999,0.13793103448275862,0.8993945028834089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
